,time,pod_name,mean_cpu_usage_nanocores,mean_memory_working_set_bytes
210038,1687782600000000000,kibana-kibana-5d996f756d-f9pwp,21910927.666666668,824513126.4
211101,1687780800000000000,kibana-kibana-5d996f756d-f9pwp,21011711.266666666,823572480.0
212159,1687779000000000000,kibana-kibana-5d996f756d-f9pwp,25785939.483333334,823229576.5333333
213217,1687777200000000000,kibana-kibana-5d996f756d-f9pwp,23904120.8,823231488.0
214267,1687775400000000000,kibana-kibana-5d996f756d-f9pwp,23053755.55,823118711.4666667
215322,1687773600000000000,kibana-kibana-5d996f756d-f9pwp,22047891.65,823568452.2666667
216386,1687771800000000000,kibana-kibana-5d996f756d-f9pwp,23058903.65,821608721.0666667
217440,1687770000000000000,kibana-kibana-5d996f756d-f9pwp,31888902.766666666,820829934.9333333
218501,1687768200000000000,kibana-kibana-5d996f756d-f9pwp,29414942.016666666,824431547.7333333
219568,1687766400000000000,kibana-kibana-5d996f756d-f9pwp,26953261.6,828007355.7333333
220640,1687764600000000000,kibana-kibana-5d996f756d-f9pwp,23597031.366666667,826287035.7333333
221707,1687762800000000000,kibana-kibana-5d996f756d-f9pwp,24131031.35,827742003.2
222771,1687761000000000000,kibana-kibana-5d996f756d-f9pwp,30748831.3,828116582.4
223835,1687759200000000000,kibana-kibana-5d996f756d-f9pwp,37239807.21666667,826487466.6666666
224904,1687757400000000000,kibana-kibana-5d996f756d-f9pwp,51987679.25,821946572.8
225976,1687755600000000000,kibana-kibana-5d996f756d-f9pwp,43493184.483333334,820177510.4
227040,1687753800000000000,kibana-kibana-5d996f756d-f9pwp,37176956.6,824857258.6666666
228004,1687752000000000000,kibana-kibana-5d996f756d-f9pwp,29591819.25,824514218.6666666
229054,1687750200000000000,kibana-kibana-5d996f756d-f9pwp,26727606.533333335,821961523.2
230119,1687748400000000000,kibana-kibana-5d996f756d-f9pwp,26934380.366666667,824586513.0666667
231182,1687746600000000000,kibana-kibana-5d996f756d-f9pwp,23848635.666666668,826007210.6666666
232245,1687744800000000000,kibana-kibana-5d996f756d-f9pwp,30953729.033333335,823763558.4
233270,1687743000000000000,kibana-kibana-5d996f756d-f9pwp,31149341.066666663,822234658.1333333
234351,1687741200000000000,kibana-kibana-5d996f756d-f9pwp,28666732.866666667,818128349.8666667
235415,1687739400000000000,kibana-kibana-5d996f756d-f9pwp,31472010.333333332,823087172.2666667
236477,1687737600000000000,kibana-kibana-5d996f756d-f9pwp,27051395.983333334,823737480.5333333
237489,1687735800000000000,kibana-kibana-5d996f756d-f9pwp,26501517.433333337,828205806.9333333
238541,1687734000000000000,kibana-kibana-5d996f756d-f9pwp,68405333.86666666,830837145.6
239585,1687732200000000000,kibana-kibana-5d996f756d-f9pwp,68713400.68333334,830066961.0666667
240631,1687730400000000000,kibana-kibana-5d996f756d-f9pwp,59302510.2,828939127.4666667
241685,1687728600000000000,kibana-kibana-5d996f756d-f9pwp,63146641.333333336,828645512.5333333
